age_group,country,first_trip_tz,ID,info_source,main_activity,most_impressing,Sum of night_mainland,Sum of night_zanzibar,package_accomodation,package_food,package_guided_tour,package_insurance,package_sightseeing,package_transport_int,package_transport_tz,payment_mode,purpose,Sum of total_cost,Sum of Total_days,Sum of total_female,Sum of total_male,Sum of Total_tourists,tour_arrangement,travel_with
25-44,GERMANY,Yes,tour_3239,"Friends, relatives",Cultural tourism,Friendly People,15,4,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,567332.5,19,3,1,4,Independent,Friends/Relatives
25-44,GERMANY,Yes,tour_3317,"Travel, agent, tour operator",Beach tourism,No comments,0,5,Yes,Yes,No,Yes,No,Yes,Yes,Credit Card,Leisure and Holidays,12597000,5,1,1,2,Package Tour,Spouse
25-44,GERMANY,Yes,tour_3328,"Friends, relatives",Wildlife tourism,Friendly People,5,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,16409250,10,2,2,4,Package Tour,Children
25-44,GERMANY,Yes,tour_3436,"Travel, agent, tour operator",Wildlife tourism,No comments,15,0,Yes,No,No,No,No,Yes,Yes,Credit Card,Leisure and Holidays,19890000,15,1,1,2,Package Tour,Friends/Relatives
25-44,GERMANY,Yes,tour_3648,"Friends, relatives",Cultural tourism,"Wonderful Country, Landscape, Nature",15,4,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,567332.5,19,4,1,5,Independent,Friends/Relatives
25-44,GERMANY,Yes,tour_3686,"Travel, agent, tour operator",Beach tourism,Friendly People,0,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,9447750,17,1,1,2,Package Tour,Spouse
25-44,GERMANY,Yes,tour_3695,"Friends, relatives",Cultural tourism, Wildlife,0,15,No,No,No,No,No,No,No,Cash,Leisure and Holidays,2269330,15,1,1,2,Independent,Spouse
25-44,GERMANY,Yes,tour_382,"Friends, relatives",Beach tourism,"Wonderful Country, Landscape, Nature",20,10,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,6132750,30,1,1,2,Independent,Friends/Relatives
25-44,GERMANY,Yes,tour_3858,"Travel, agent, tour operator",Wildlife tourism, Wildlife,7,3,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,861900,10,1,0,1,Package Tour,Alone
25-44,GERMANY,Yes,tour_4107,"Friends, relatives",Conference tourism,"Wonderful Country, Landscape, Nature",30,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,3362900,30,1,0,1,Independent,Alone
25-44,GERMANY,Yes,tour_4113,"Friends, relatives",Wildlife tourism,No comments,9,9,Yes,Yes,Yes,Yes,Yes,No,Yes,Cash,Leisure and Holidays,6127191,18,1,3,4,Package Tour,Spouse and Children
25-44,GERMANY,Yes,tour_4189,"Friends, relatives",Beach tourism,No comments,4,10,Yes,Yes,No,Yes,No,Yes,Yes,Cash,Leisure and Holidays,33978750,14,2,2,4,Package Tour,Spouse and Children
25-44,GERMANY,Yes,tour_4319,"Friends, relatives",Wildlife tourism, Wildlife,9,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,453866,18,1,1,2,Package Tour,Spouse
25-44,GERMANY,Yes,tour_4553,"Travel, agent, tour operator",business,No comments,0,7,No,No,No,No,No,No,No,Cash,Leisure and Holidays,9077320,7,1,1,2,Independent,Spouse
25-44,GERMANY,Yes,tour_4582,"Travel, agent, tour operator",Beach tourism,Excellent Experience,9,3,Yes,Yes,Yes,No,No,No,Yes,Cash,Leisure and Holidays,1707225,12,1,0,1,Package Tour,Uknown
25-44,GERMANY,Yes,tour_4674,"Travel, agent, tour operator",Beach tourism,Good service,0,5,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,24962630,5,1,2,3,Package Tour,Friends/Relatives
25-44,GERMANY,Yes,tour_4785,"Friends, relatives",Cultural tourism,Friendly People,17,3,Yes,No,No,No,Yes,Yes,Yes,Cash,Leisure and Holidays,22693300,20,1,2,3,Package Tour,Friends/Relatives
25-44,GERMANY,Yes,tour_4802,"Travel, agent, tour operator",Wildlife tourism,Friendly People,0,11,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,6795750,11,1,1,2,Package Tour,Spouse
25-44,GERMANY,Yes,tour_4834,"Travel, agent, tour operator",Wildlife tourism, Wildlife,5,0,Yes,Yes,No,No,Yes,Yes,Yes,Cash,Leisure and Holidays,9530625,5,1,0,1,Package Tour,Uknown
25-44,GERMANY,Yes,tour_4875,"Friends, relatives",Conference tourism,Excellent Experience,16,0,Yes,Yes,Yes,No,No,No,Yes,Credit Card,Leisure and Holidays,8169588,16,0,1,1,Package Tour,Alone
25-44,GERMANY,Yes,tour_5053,"Friends, relatives",Cultural tourism,Friendly People,14,0,Yes,Yes,No,No,No,Yes,Yes,Cash,Volunteering,4603650,14,1,0,1,Package Tour,Uknown
25-44,GERMANY,Yes,tour_5170,"Travel, agent, tour operator",Beach tourism,Friendly People,0,14,Yes,Yes,Yes,Yes,No,Yes,Yes,Cash,Leisure and Holidays,7127250,14,1,1,2,Package Tour,Spouse
25-44,GERMANY,Yes,tour_526,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,2486250,2,1,2,3,Independent,Friends/Relatives
25-44,GERMANY,Yes,tour_5424,"Travel, agent, tour operator",Beach tourism,No comments,7,10,Yes,Yes,Yes,No,No,Yes,Yes,Cash,Leisure and Holidays,39780000,17,4,1,5,Package Tour,Friends/Relatives
25-44,GERMANY,Yes,tour_5471,"Travel, agent, tour operator",Beach tourism, Wildlife,4,9,Yes,Yes,Yes,No,No,Yes,Yes,Cash,Leisure and Holidays,17065361.6,13,1,1,2,Package Tour,Spouse
25-44,GERMANY,Yes,tour_5498,"Travel, agent, tour operator",Beach tourism,No comments,0,13,Yes,Yes,No,No,No,Yes,No,Cash,Leisure and Holidays,226933,13,1,1,2,Independent,Spouse
25-44,GERMANY,Yes,tour_5547,"Newspaper, magazines,brochures",Beach tourism,Excellent Experience,0,14,No,No,No,No,No,No,No,Cash,Leisure and Holidays,5060605.9,14,2,2,4,Independent,Spouse and Children
25-44,GERMANY,Yes,tour_5580,"Travel, agent, tour operator",Wildlife tourism,Friendly People,13,7,Yes,No,Yes,No,No,Yes,Yes,Cash,Leisure and Holidays,13260000,20,1,1,2,Package Tour,Spouse
25-44,GERMANY,Yes,tour_5589,others,Beach tourism,Friendly People,0,9,Yes,No,No,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,3891900.95,9,1,1,2,Package Tour,Spouse
25-44,GERMANY,Yes,tour_5657,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",4,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,5884125,4,0,1,1,Package Tour,Alone
25-44,GERMANY,Yes,tour_5659,"Travel, agent, tour operator",Wildlife tourism,"Wonderful Country, Landscape, Nature",4,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,5884125,4,1,0,1,Package Tour,Alone
25-44,GERMANY,Yes,tour_5860,others,Wildlife tourism, Wildlife,9,7,No,No,No,No,No,No,No,Cash,Leisure and Holidays,4538660,16,1,1,2,Independent,Spouse
25-44,GERMANY,Yes,tour_5877,"Newspaper, magazines,brochures",Beach tourism, Wildlife,10,10,No,No,No,No,No,No,No,Cash,Leisure and Holidays,6630000,20,1,1,2,Independent,Spouse
25-44,GERMANY,Yes,tour_601,"Newspaper, magazines,brochures",Wildlife tourism,Friendly People,12,3,No,No,No,No,No,No,No,Cash,Scientific and Academic,1259900,15,2,1,3,Independent,Friends/Relatives
25-44,GERMANY,Yes,tour_6058,others,Beach tourism,Good service,0,7,No,No,No,No,No,No,No,Cash,Leisure and Holidays,6807990,7,1,1,2,Independent,Spouse
25-44,GERMANY,Yes,tour_6063,"Travel, agent, tour operator",Wildlife tourism,Excellent Experience,13,7,Yes,Yes,Yes,No,Yes,Yes,No,Credit Card,Leisure and Holidays,23205000,20,1,1,2,Package Tour,Spouse
25-44,GERMANY,Yes,tour_6072,"Travel, agent, tour operator",Beach tourism,Good service,0,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,7956000,6,2,0,2,Package Tour,Friends/Relatives
25-44,GERMANY,Yes,tour_6090,others,Conference tourism,Friendly People,30,17,No,No,No,No,No,No,No,Cash,Leisure and Holidays,14917500,47,1,1,2,Independent,Spouse
25-44,GERMANY,Yes,tour_717,"Friends, relatives",Hunting tourism,"Wonderful Country, Landscape, Nature",7,0,No,No,No,No,No,No,No,Credit Card,Leisure and Holidays,1361598,7,2,0,2,Independent,Friends/Relatives
25-44,GERMANY,Yes,tour_758,"Friends, relatives",Cultural tourism,Friendly People,21,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,1134665,21,0,1,1,Independent,Alone
25-44,GERMANY,Yes,tour_954,"Radio, TV, Web",Beach tourism,Friendly People,0,22,No,No,No,No,No,No,No,Cash,Leisure and Holidays,8287500,22,1,1,2,Independent,Children
25-44,GERMANY,Yes,tour_979,"Friends, relatives",Beach tourism,"Wonderful Country, Landscape, Nature",47,7,No,No,No,No,No,No,No,Credit Card,Scientific and Academic,4538660,54,1,0,1,Independent,Uknown
25-44,GHANA,Yes,tour_174,"Travel, agent, tour operator",Mountain climbing,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,828750,5,1,0,1,Independent,Alone
25-44,GREECE,Yes,tour_1201,"Friends, relatives",Cultural tourism,Good service,17,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,3403995,17,0,1,1,Independent,Uknown
25-44,GREECE,Yes,tour_1399,"Radio, TV, Web",Beach tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,2320500,5,0,2,2,Independent,Friends/Relatives
25-44,GREECE,Yes,tour_24,"Radio, TV, Web",Cultural tourism, Wildlife,0,27,No,No,No,No,No,No,No,Credit Card,Visiting Friends and Relatives,331500,27,0,1,1,Independent,Alone
25-44,GREECE,Yes,tour_474,"Newspaper, magazines,brochures",Beach tourism,Friendly People,0,10,No,No,No,No,No,No,No,Cash,Leisure and Holidays,7488789,10,1,1,2,Independent,Spouse
25-44,INDIA,No,tour_1151,"Friends, relatives",Beach tourism,Good service,3,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,2090107.5,3,1,0,1,Independent,Alone
25-44,INDIA,No,tour_1162,others,Mountain climbing,No comments,6,0,No,No,No,No,No,No,No,Credit Card,Meetings and Conference,4558125,6,0,1,1,Independent,Uknown
25-44,INDIA,No,tour_128,"Newspaper, magazines,brochures",Mountain climbing,No comments,3,6,No,No,No,No,No,No,No,Cash,Meetings and Conference,3315000,9,1,0,1,Independent,Uknown
25-44,INDIA,No,tour_1315,"Friends, relatives",Hunting tourism,Friendly People,31,0,No,No,No,No,No,No,No,Cash,Business,2237625,31,0,1,1,Independent,Uknown
25-44,INDIA,No,tour_135,"Friends, relatives",Beach tourism, Wildlife,27,2,Yes,Yes,No,No,Yes,No,No,Cash,Visiting Friends and Relatives,7127250,29,1,1,2,Package Tour,Spouse
25-44,INDIA,No,tour_1466,"Friends, relatives",Wildlife tourism,Excellent Experience,37,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1989000,37,0,1,1,Independent,Uknown
25-44,INDIA,No,tour_1664,"Travel, agent, tour operator",Mountain climbing,No comments,30,0,No,No,No,No,No,No,No,Cash,Business,39780000,30,1,1,2,Independent,Spouse
25-44,INDIA,No,tour_1962,"Newspaper, magazines,brochures",Wildlife tourism,No comments,5,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,663000,5,0,1,1,Independent,Alone
25-44,INDIA,No,tour_2291,Trade fair,Bird watching,No comments,43,0,No,No,No,No,No,No,No,Cash,Business,2403375,43,0,1,1,Independent,Alone
25-44,INDIA,No,tour_2339,"Travel, agent, tour operator",Wildlife tourism,No comments,2,0,No,No,No,No,No,No,No,Credit Card,Business,1989000,2,0,1,1,Independent,Uknown
25-44,INDIA,No,tour_2377,others,Mountain climbing,No comments,4,0,No,No,No,No,No,No,No,Cash,Business,663000,4,0,1,1,Independent,Alone
25-44,INDIA,No,tour_2401,others,Wildlife tourism,Friendly People,7,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,828750,7,0,1,1,Independent,Alone
25-44,INDIA,No,tour_2435,others,Mountain climbing,Friendly People,30,0,No,No,No,No,No,No,No,Cash,Business,5138250,30,0,1,1,Independent,Alone
25-44,INDIA,No,tour_2569,"Friends, relatives",Mountain climbing, Wildlife,2,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,1657500,2,0,1,1,Independent,Uknown
25-44,INDIA,No,tour_2601,"Friends, relatives",Wildlife tourism,No comments,4,0,No,No,No,No,No,No,No,Cash,Business,828750,4,0,1,1,Independent,Uknown
25-44,INDIA,No,tour_2654,"Friends, relatives",Wildlife tourism,No comments,13,0,No,No,No,No,No,No,No,Cash,Business,2000000,13,0,1,1,Independent,Alone
25-44,INDIA,No,tour_2684,others,Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Business,1160250,4,0,1,1,Independent,Uknown
25-44,INDIA,No,tour_271,others,Mountain climbing,No comments,4,0,No,No,No,No,No,No,No,Cash,Business,1989000,4,1,0,1,Independent,Uknown
25-44,INDIA,No,tour_330,"Friends, relatives",Hunting tourism,No comments,24,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,1657500,24,0,1,1,Independent,Uknown
25-44,INDIA,No,tour_3746,"Friends, relatives",Hunting tourism, Wildlife,3,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,253597.5,3,0,1,1,Independent,Uknown
25-44,INDIA,No,tour_4763,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Credit Card,Meetings and Conference,828750,2,0,1,1,Independent,Uknown
25-44,INDIA,No,tour_486,"Newspaper, magazines,brochures",Wildlife tourism,No comments,4,0,No,No,No,No,No,No,No,Cash,Business,4972500,4,0,1,1,Independent,Uknown
25-44,INDIA,No,tour_4973,"Friends, relatives",Mountain climbing,"Wonderful Country, Landscape, Nature",1,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,281775,1,0,1,1,Independent,Uknown
25-44,INDIA,No,tour_55,"Travel, agent, tour operator",Mountain climbing,No comments,1,0,No,No,No,No,No,No,No,Credit Card,Meetings and Conference,1060800,1,0,1,1,Independent,Alone
25-44,INDIA,No,tour_596,"Friends, relatives",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Credit Card,Business,663000,2,0,1,1,Independent,Alone
25-44,INDIA,No,tour_632,"Travel, agent, tour operator",Wildlife tourism,Friendly People,2,0,No,No,No,No,No,No,No,Cash,Business,331500,2,0,1,1,Independent,Alone
25-44,INDIA,No,tour_795,"Friends, relatives",Wildlife tourism,Friendly People,5,0,No,No,No,No,No,No,No,Cash,Other,3315000,5,0,1,1,Independent,Alone
25-44,INDIA,Yes,tour_1011,"Travel, agent, tour operator",Wildlife tourism,Friendly People,5,0,No,No,No,No,No,No,No,Credit Card,Business,2486250,5,1,0,1,Independent,Alone
25-44,INDIA,Yes,tour_1203,"Friends, relatives",Beach tourism,Friendly People,0,2,No,No,No,No,No,No,No,Credit Card,Leisure and Holidays,2486250,2,0,2,2,Independent,Friends/Relatives
25-44,INDIA,Yes,tour_1419,"Travel, agent, tour operator",Wildlife tourism,Friendly People,12,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,1657500,16,3,0,3,Package Tour,Friends/Relatives
25-44,INDIA,Yes,tour_1436,"Travel, agent, tour operator",Mountain climbing,"Wonderful Country, Landscape, Nature",3,0,No,No,No,No,No,No,No,Credit Card,Meetings and Conference,5801250,3,0,2,2,Independent,Friends/Relatives
25-44,INDIA,Yes,tour_1448,"Travel, agent, tour operator",Hunting tourism,Friendly People,3,0,No,No,No,No,No,No,No,Cash,Other,17072250,3,0,1,1,Package Tour,Alone
25-44,INDIA,Yes,tour_1476,"Friends, relatives",Conference tourism,"Wonderful Country, Landscape, Nature",12,0,Yes,Yes,Yes,Yes,Yes,No,No,Cash,Leisure and Holidays,3480750,12,0,1,1,Package Tour,Alone
25-44,INDIA,Yes,tour_1486,"Travel, agent, tour operator",Beach tourism,Friendly People,37,2,No,No,No,No,No,No,No,Cash,Meetings and Conference,318703,39,0,1,1,Independent,Alone
25-44,INDIA,Yes,tour_168,"Travel, agent, tour operator",Wildlife tourism, Wildlife,6,2,Yes,Yes,No,No,Yes,No,Yes,Cash,Leisure and Holidays,53300,8,1,1,2,Package Tour,Spouse
25-44,INDIA,Yes,tour_17,"Friends, relatives",Beach tourism,Friendly People,7,1,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,331500,8,0,2,2,Independent,Friends/Relatives
25-44,INDIA,Yes,tour_170,"Travel, agent, tour operator",Wildlife tourism, Wildlife,5,0,Yes,Yes,No,No,No,No,No,Cash,Leisure and Holidays,994500,5,1,4,5,Package Tour,Friends/Relatives
25-44,INDIA,Yes,tour_1845,"Travel, agent, tour operator",Wildlife tourism,Good service,10,0,Yes,Yes,No,No,Yes,Yes,Yes,Cash,Leisure and Holidays,25111125,10,1,3,4,Package Tour,Friends/Relatives
25-44,INDIA,Yes,tour_2229,"Travel, agent, tour operator",Beach tourism, Wildlife,5,0,No,No,No,No,No,No,No,Cash,Business,828750,5,0,2,2,Independent,Friends/Relatives
25-44,INDIA,Yes,tour_228,"Travel, agent, tour operator",Mountain climbing,Excellent Experience,5,0,No,No,No,No,No,No,No,Credit Card,Meetings and Conference,2154750,5,0,1,1,Independent,Uknown
25-44,INDIA,Yes,tour_2302,"Radio, TV, Web",Wildlife tourism,No comments,7,0,Yes,Yes,No,No,No,No,Yes,Cash,Meetings and Conference,3812250,7,0,1,1,Package Tour,Alone
25-44,INDIA,Yes,tour_2378,"Friends, relatives",Mountain climbing,No comments,9,0,Yes,Yes,No,No,No,Yes,Yes,Cash,Meetings and Conference,2652000,9,0,1,1,Package Tour,Alone
25-44,INDIA,Yes,tour_251,"Friends, relatives",Bird watching,Friendly People,22,0,No,No,No,No,No,No,No,Cash,Business,5304000,22,0,1,1,Independent,Uknown
25-44,INDIA,Yes,tour_299,"Travel, agent, tour operator",Wildlife tourism,No comments,30,2,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1491750,32,0,1,1,Independent,Alone
25-44,INDIA,Yes,tour_304,"Friends, relatives",Beach tourism,Excellent Experience,4,1,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,331500,5,0,1,1,Independent,Uknown
25-44,INDIA,Yes,tour_3386,"Newspaper, magazines,brochures",Beach tourism, Wildlife,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,10110750,4,0,2,2,Package Tour,Friends/Relatives
25-44,INDIA,Yes,tour_4176,"Newspaper, magazines,brochures",Wildlife tourism, Wildlife,5,2,No,No,No,No,No,No,No,Cash,Meetings and Conference,6630000,7,1,1,2,Independent,Friends/Relatives
25-44,INDIA,Yes,tour_4587,"Friends, relatives",Mountain climbing,Satisfies and Hope Come Back,6,1,No,No,No,No,No,No,No,Cash,Meetings and Conference,828750,7,0,2,2,Independent,Friends/Relatives
25-44,INDIA,Yes,tour_497,others,Beach tourism, Wildlife,0,4,No,No,No,No,No,No,No,Credit Card,Meetings and Conference,331500,4,0,1,1,Independent,Uknown
25-44,INDIA,Yes,tour_5258,"Friends, relatives",Wildlife tourism,Friendly People,6,0,No,No,No,No,No,No,No,Cash,Business,500000,6,1,0,1,Independent,Uknown
25-44,INDIA,Yes,tour_5429,"Friends, relatives",Hunting tourism,Good service,3,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,248625,3,0,1,1,Independent,Uknown
25-44,INDIA,Yes,tour_5788,Tanzania Mission Abroad,Mountain climbing,No comments,0,3,No,No,No,No,No,No,No,Cash,Meetings and Conference,3978000,3,1,0,1,Independent,Uknown
25-44,INDIA,Yes,tour_63,others,Mountain climbing,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,2214420,4,1,0,1,Independent,Uknown
25-44,INDIA,Yes,tour_630,"Friends, relatives",Beach tourism,"Wonderful Country, Landscape, Nature",12,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1657500,12,1,0,1,Independent,Alone
25-44,INDIA,Yes,tour_680,"Friends, relatives",Wildlife tourism, Wildlife,16,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,175000,16,2,0,2,Independent,Friends/Relatives
25-44,INDIA,Yes,tour_868,others,Wildlife tourism,Friendly People,4,0,No,No,No,No,No,No,No,Cash,Leisure and Holidays,2486250,4,0,1,1,Independent,Alone
25-44,INDIA,Yes,tour_924,"Travel, agent, tour operator",Cultural tourism,No comments,3,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,497250,3,0,1,1,Independent,Uknown
25-44,INDIA,Yes,tour_94,"Friends, relatives",Wildlife tourism,"Wonderful Country, Landscape, Nature",9,0,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,165750,9,0,1,1,Independent,Uknown
25-44,INDIA,Yes,tour_943,"Friends, relatives",Mountain climbing,Good service,4,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,331500,4,0,1,1,Independent,Uknown
25-44,INDONESIA,No,tour_2038,inflight magazines,Beach tourism,Friendly People,35,0,No,No,No,No,No,No,No,Cash,Other,8287500,35,0,1,1,Independent,Uknown
25-44,INDONESIA,Yes,tour_2760,"Newspaper, magazines,brochures",Wildlife tourism,No comments,16,2,No,No,No,No,No,No,No,Cash,Leisure and Holidays,8287500,18,1,0,1,Independent,Alone
25-44,IRAN,Yes,tour_2544,"Friends, relatives",Beach tourism,"Wonderful Country, Landscape, Nature",0,7,Yes,Yes,No,Yes,No,Yes,No,Cash,Leisure and Holidays,10302758.2,7,1,1,2,Package Tour,Spouse
25-44,IRAQ,Yes,tour_219,"Travel, agent, tour operator",Mountain climbing,No comments,5,0,No,No,No,No,No,No,No,Cash,Meetings and Conference,1243125,5,0,1,1,Independent,Uknown
25-44,IRELAND,No,tour_210,"Friends, relatives",Wildlife tourism,Friendly People,10,9,No,No,No,No,No,No,No,Cash,Visiting Friends and Relatives,5718375,19,1,0,1,Independent,Uknown
25-44,IRELAND,Yes,tour_1061,"Friends, relatives",Wildlife tourism,"Wonderful Country, Landscape, Nature",60,7,No,No,No,No,No,No,No,Cash,Leisure and Holidays,712725,67,1,0,1,Independent,Uknown
25-44,IRELAND,Yes,tour_1758,"Travel, agent, tour operator",Wildlife tourism, Wildlife,6,4,No,No,Yes,No,No,Yes,Yes,Credit Card,Leisure and Holidays,16566109,10,1,1,2,Package Tour,Spouse
25-44,IRELAND,Yes,tour_1787,"Travel, agent, tour operator",Wildlife tourism,Friendly People,6,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,33978750,6,1,1,2,Package Tour,Spouse
25-44,IRELAND,Yes,tour_1818,"Friends, relatives",Wildlife tourism, Wildlife,15,0,No,No,No,No,No,No,No,Cash,Volunteering,2269330,15,1,0,1,Independent,Alone
25-44,IRELAND,Yes,tour_1916,"Travel, agent, tour operator",Wildlife tourism,Friendly People,7,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,17403750,12,1,1,2,Package Tour,Spouse
25-44,IRELAND,Yes,tour_2357,"Travel, agent, tour operator",Wildlife tourism, Wildlife,5,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Cash,Leisure and Holidays,23873351.6,12,1,1,2,Package Tour,Spouse
25-44,IRELAND,Yes,tour_3091,"Travel, agent, tour operator",Wildlife tourism, Wildlife,7,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Cash,Leisure and Holidays,4329390,7,1,0,1,Package Tour,Uknown
25-44,IRELAND,Yes,tour_3941,"Friends, relatives",Conference tourism,Excellent Experience,7,0,Yes,Yes,Yes,No,No,Yes,Yes,Cash,Leisure and Holidays,6741052.5,7,1,0,1,Package Tour,Uknown
25-44,IRELAND,Yes,tour_4056,"Travel, agent, tour operator",Beach tourism, Wildlife,0,7,Yes,Yes,No,No,No,Yes,Yes,Cash,Leisure and Holidays,10211985,7,1,1,2,Package Tour,Spouse
25-44,IRELAND,Yes,tour_4275,"Travel, agent, tour operator",Wildlife tourism,Friendly People,6,0,Yes,Yes,Yes,No,Yes,No,Yes,Cash,Leisure and Holidays,4992526,6,1,1,2,Package Tour,Spouse
25-44,IRELAND,Yes,tour_4416,others,Beach tourism,Friendly People,0,5,No,No,No,No,No,No,No,Cash,Leisure and Holidays,1823250,5,1,0,1,Independent,Spouse
25-44,IRELAND,Yes,tour_5683,"Travel, agent, tour operator",Wildlife tourism,Friendly People,5,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cash,Leisure and Holidays,9945000,8,1,1,2,Package Tour,Spouse
